sentence_id,source_id,juan_num,juan_label,paragraph_idx,sentence_idx,utterance_id,text_punctuated,text_plain,char_count,has_li,has_qi,li_qi_category,byline,headings
Z004797,卷十二#p034#s6,12,卷十二,34,6,卷十二#p034,"韓愈論孟子之後,不得其傳,只為後世學者,不去心上理㑹。",韓愈論孟子之後不得其傳只為後世學者不去心上理㑹,23,True,False,li_only,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""學六""}, {""level"": 3, ""text"": ""持守""}]"
Z018340,卷三十三#p062#s2,33,卷三十三,62,2,卷三十三#p062,"蓋仁者之心雖無窮,而仁者之事則有限,自是無可了之理。",蓋仁者之心雖無窮而仁者之事則有限自是無可了之理,23,True,False,li_only,"{""raw"": ""(時/舉)""}","[{""level"": 2, ""text"": ""論語十五""}, {""level"": 3, ""text"": ""雍也篇四""}, {""level"": 4, ""text"": ""齊一變至於魯章""}, {""level"": 4, ""text"": ""觚不觚章""}, {""level"": 4, ""text"": ""井有仁焉章""}, {""level"": 4, ""text"": ""君子博學扵文章""}, {""level"": 4, ""text"": ""子見南子章""}, {""level"": 4, ""text"": ""中庸之為徳章""}, {""level"": 4, ""text"": ""子貢曰如有博施扵民章""}]"
Z014857,卷二十七#p044#s4,27,卷二十七,44,4,卷二十七#p044,"""盖言吾之多識,不過一理爾。",盖言吾之多識不過一理爾,11,True,False,li_only,,"[{""level"": 2, ""text"": ""論語九""}, {""level"": 3, ""text"": ""里仁篇下""}, {""level"": 4, ""text"": ""子曰參乎章""}, {""level"": 4, ""text"": ""君子喻於義章""}, {""level"": 4, ""text"": ""見賢思齊焉章""}, {""level"": 4, ""text"": ""事父母幾諫章""}, {""level"": 4, ""text"": ""父母在章""}, {""level"": 4, ""text"": ""父母之年章""}, {""level"": 3, ""text"": ""古者言之不出章""}, {""level"": 4, ""text"": ""以約失之章""}, {""level"": 4, ""text"": ""君子欲訥於言章""}, {""level"": 4, ""text"": ""徳不孤章""}, {""level"": 4, ""text"": ""事君數章""}]"
Z045586,卷八十三#p022#s22,83,卷八十三,22,22,卷八十三#p022,"若不明其理而顧利害,則見危致命者,反不如/偷生苟免之人。",若不明其理而顧利害則見危致命者反不如偷生苟免之人,24,True,False,li_only,,"[{""level"": 2, ""text"": ""春秋""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 4, ""text"": ""經(傳附/)""}, {""level"": 3, ""text"": ""有兩處說皆作刑罰字說(義剛○/十二年)""}]"
Z044791,卷八十一#p050#s4,81,卷八十一,50,4,卷八十一#p050,"又如《摽有梅》,女子自言婚姻之意,如此㸔來,自非正理。",又如摽有梅女子自言婚姻之意如此㸔來自非正理,21,True,False,li_only,"{""raw"": ""(木/之)""}","[{""level"": 2, ""text"": ""詩二""}, {""level"": 3, ""text"": ""周南關睢(兼論/二南)""}, {""level"": 3, ""text"": ""卷耳""}, {""level"": 3, ""text"": ""樛木""}, {""level"": 3, ""text"": ""螽斯""}, {""level"": 3, ""text"": ""兎罝""}, {""level"": 3, ""text"": ""漢廣""}, {""level"": 3, ""text"": ""汝墳""}, {""level"": 3, ""text"": ""麟趾""}, {""level"": 3, ""text"": ""召南鵲巢""}, {""level"": 3, ""text"": ""采蘩""}, {""level"": 3, ""text"": ""殷其靁""}, {""level"": 3, ""text"": ""摽有梅""}, {""level"": 3, ""text"": ""江有汜""}, {""level"": 3, ""text"": ""何彼穠矣""}, {""level"": 3, ""text"": ""騶虞""}, {""level"": 3, ""text"": ""弼栢舟""}, {""level"": 3, ""text"": ""緑衣""}, {""level"": 3, ""text"": ""燕燕""}, {""level"": 3, ""text"": ""日月終風""}, {""level"": 3, ""text"": ""式㣲""}, {""level"": 3, ""text"": ""簡兮""}, {""level"": 3, ""text"": ""泉水""}, {""level"": 3, ""text"": ""北門""}, {""level"": 3, ""text"": ""静女""}, {""level"": 3, ""text"": ""二子乘舟""}, {""level"": 3, ""text"": ""干旄""}, {""level"": 3, ""text"": ""淇澳""}, {""level"": 3, ""text"": ""君子陽陽""}, {""level"": 3, ""text"": ""狡童(兼論/鄭詩)""}, {""level"": 3, ""text"": ""鷄鳴""}, {""level"": 3, ""text"": ""著""}, {""level"": 3, ""text"": ""園有桃""}, {""level"": 3, ""text"": ""蟋蟀""}, {""level"": 3, ""text"": ""豳七月""}, {""level"": 3, ""text"": ""鴟鴞""}, {""level"": 3, ""text"": ""東山""}, {""level"": 3, ""text"": ""破斧""}, {""level"": 3, ""text"": ""九罭""}, {""level"": 3, ""text"": ""狼䟦""}, {""level"": 3, ""text"": ""二雅""}, {""level"": 3, ""text"": ""鹿鳴諸篇""}, {""level"": 3, ""text"": ""常棣""}, {""level"": 3, ""text"": ""伐木""}, {""level"": 3, ""text"": ""天保""}, {""level"": 3, ""text"": ""采薇""}, {""level"": 3, ""text"": ""出車""}, {""level"": 3, ""text"": ""魚麗""}, {""level"": 3, ""text"": ""南有嘉魚""}, {""level"": 3, ""text"": ""蓼蕭""}, {""level"": 3, ""text"": ""六月""}, {""level"": 3, ""text"": ""采芑""}, {""level"": 3, ""text"": ""車攻""}, {""level"": 3, ""text"": ""庭燎""}, {""level"": 3, ""text"": ""斯干""}, {""level"": 3, ""text"": ""節南山""}, {""level"": 3, ""text"": ""小弁""}, {""level"": 3, ""text"": ""大東""}, {""level"": 3, ""text"": ""楚茨""}, {""level"": 3, ""text"": ""甫田""}, {""level"": 3, ""text"": ""瞻彼洛矣""}, {""level"": 3, ""text"": ""車牽""}, {""level"": 3, ""text"": ""賓之初筵""}, {""level"": 3, ""text"": ""漸漸之石""}, {""level"": 3, ""text"": ""大雅文王""}, {""level"": 3, ""text"": ""緜""}, {""level"": 3, ""text"": ""棫樸""}, {""level"": 3, ""text"": ""皇矣""}, {""level"": 3, ""text"": ""下武""}, {""level"": 3, ""text"": ""文王有聲""}, {""level"": 3, ""text"": ""生民""}, {""level"": 3, ""text"": ""既醉""}, {""level"": 3, ""text"": ""假樂""}, {""level"": 3, ""text"": ""公劉""}, {""level"": 3, ""text"": ""卷阿""}, {""level"": 3, ""text"": ""民勞""}, {""level"": 3, ""text"": ""板""}, {""level"": 3, ""text"": ""蕩""}, {""level"": 3, ""text"": ""抑""}, {""level"": 3, ""text"": ""雲漢""}, {""level"": 3, ""text"": ""崧髙""}, {""level"": 3, ""text"": ""烝民""}, {""level"": 3, ""text"": ""周頌清廟""}, {""level"": 3, ""text"": ""昊天有成命""}, {""level"": 3, ""text"": ""我将""}, {""level"": 3, ""text"": ""敬之""}, {""level"": 3, ""text"": ""絲衣""}, {""level"": 3, ""text"": ""魯頌泮水""}, {""level"": 3, ""text"": ""閟宫""}, {""level"": 3, ""text"": ""商頌""}, {""level"": 3, ""text"": ""𤣥鳥""}, {""level"": 3, ""text"": ""長發""}]"
Z030998,卷六十一#p051#s6,61,卷六十一,51,6,卷六十一#p051,六五只說黄裳元吉文言》中不過說黄中通理、正位居體而己。,六五只說黄裳元吉文言中不過說黄中通理正位居體而己,24,True,False,li_only,"{""raw"": ""(㽦/)""}","[{""level"": 2, ""text"": ""孟子十一""}, {""level"": 3, ""text"": ""盡心下""}, {""level"": 4, ""text"": ""盡信書章""}, {""level"": 4, ""text"": ""舜之飯糗茹草章""}, {""level"": 4, ""text"": ""好名之人章""}, {""level"": 4, ""text"": ""民為貴章""}, {""level"": 4, ""text"": ""仁也者人也章""}, {""level"": 4, ""text"": ""貉稽曰章""}, {""level"": 4, ""text"": ""口之於味也章""}, {""level"": 4, ""text"": ""浩生不害問曰章""}, {""level"": 4, ""text"": ""逃墨必歸於楊章""}, {""level"": 4, ""text"": ""盆成括仕於齊章""}, {""level"": 4, ""text"": ""人皆有所不忍章""}, {""level"": 4, ""text"": ""言近而指逺章""}, {""level"": 4, ""text"": ""堯舜性者也章""}, {""level"": 4, ""text"": ""說大人則藐之章""}, {""level"": 4, ""text"": ""養心莫善於寡欲章""}, {""level"": 4, ""text"": ""曾晢嗜羊棗章""}, {""level"": 4, ""text"": ""萬章問孔子在陳章""}, {""level"": 4, ""text"": ""由堯舜至於湯章""}]"
Z018940,卷三十四#p072#s1,34,卷三十四,72,1,卷三十四#p072,"凡物有四隅,舉一隅則其三隅之理可推。",凡物有四隅舉一隅則其三隅之理可推,16,True,False,li_only,,"[{""level"": 2, ""text"": ""論語十六""}, {""level"": 3, ""text"": ""述而篇""}, {""level"": 4, ""text"": ""述而不作章""}, {""level"": 4, ""text"": ""黙而識之章""}, {""level"": 4, ""text"": ""徳之不脩章""}, {""level"": 4, ""text"": ""子之燕居章""}, {""level"": 4, ""text"": ""甚矣吾衰章""}, {""level"": 4, ""text"": ""志於道章""}, {""level"": 4, ""text"": ""自行束脩章""}, {""level"": 4, ""text"": ""不憤不啓章""}, {""level"": 4, ""text"": ""子食於有喪者之側章""}, {""level"": 4, ""text"": ""子謂顔淵曰章""}, {""level"": 4, ""text"": ""富而可求章""}, {""level"": 4, ""text"": ""子在齊聞韶章""}, {""level"": 4, ""text"": ""冉有曰夫子為衞君乎章""}, {""level"": 4, ""text"": ""飯疏食章""}, {""level"": 4, ""text"": ""加我數年章""}, {""level"": 4, ""text"": ""子所雅言章""}, {""level"": 4, ""text"": ""葉公問孔子於子路章""}, {""level"": 4, ""text"": ""我非生而知之者章""}, {""level"": 4, ""text"": ""子不語怪力亂神章""}, {""level"": 4, ""text"": ""三人行章""}, {""level"": 4, ""text"": ""天生徳於予章""}, {""level"": 4, ""text"": ""二三子以我為隠乎章""}, {""level"": 4, ""text"": ""子以四教章""}, {""level"": 4, ""text"": ""聖人吾不得而見之章""}, {""level"": 4, ""text"": ""盖有不知而作之者章""}, {""level"": 4, ""text"": ""仁逺乎哉章""}, {""level"": 4, ""text"": ""陳司敗問昭公章""}, {""level"": 4, ""text"": ""子與人歌而善章""}, {""level"": 4, ""text"": ""文莫吾猶人也章""}, {""level"": 4, ""text"": ""若聖與仁章""}, {""level"": 4, ""text"": ""子疾病章""}, {""level"": 4, ""text"": ""奢則不孫章""}, {""level"": 4, ""text"": ""君子坦蕩蕩章""}, {""level"": 4, ""text"": ""子温而厲章""}]"
Z000406,卷一#p004#s1,1,卷一,4,1,卷一#p004,太極只是一箇理字。,太極只是一箇理字,8,True,False,li_only,"{""raw"": ""(人傑/)""}","[{""level"": 2, ""text"": ""理氣上""}, {""level"": 3, ""text"": ""太極天地上""}]"
Z059836,卷一百十七#p009#s4,117,卷一百十七,9,4,卷一百十七#p009,"""又問:""與周茂元同邸,所論何事?""曰:""周宰云:'先生著書立言,義理精密,既得之,熟讀深思,從此力行,不解有差。",又問與周茂元同邸所論何事曰周宰云先生著書立言義理精密既得之熟讀深思從此力行不解有差,41,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十四""}, {""level"": 3, ""text"": ""訓門人五""}]"
Z008759,卷十八#p008#s2,18,卷十八,8,2,卷十八#p008,"如顔子高明,不過聞一知十,亦是大段聰明了,學問却有漸無急迫之理。",如顔子高明不過聞一知十亦是大段聰明了學問却有漸無急迫之理,28,True,False,li_only,"{""raw"": ""(明作/)""}","[{""level"": 2, ""text"": ""大學五(或問下/)""}, {""level"": 3, ""text"": ""獨其所謂格物致知者一段""}, {""level"": 3, ""text"": ""然則吾子之意亦可得而悉聞一段""}, {""level"": 3, ""text"": ""近世大儒有為格物致知之説一段""}, {""level"": 3, ""text"": ""傳六章""}, {""level"": 3, ""text"": ""傳七章""}, {""level"": 3, ""text"": ""傳九章""}, {""level"": 3, ""text"": ""傳十章""}]"
Z052398,卷九十六#p007#s18,96,卷九十六,7,18,卷九十六#p007,"""伊川即曰:""持其志所以教人且就裏面理㑹。",伊川即曰持其志所以教人且就裏面理㑹,17,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""程子之書二""}]"
Z006554,卷十五#p022#s3,15,卷十五,22,3,卷十五#p022,"若難曉易曉底,一齊都要理㑹得,也不解恁地。",若難曉易曉底一齊都要理㑹得也不解恁地,18,True,False,li_only,"{""raw"": ""(㝢/)""}","[{""level"": 2, ""text"": ""大學二""}, {""level"": 3, ""text"": ""經下""}]"
Z001154,卷三#p019#s2,3,卷三,19,2,卷三#p019,"""曰:""精氣爲物(逰䰟)(爲變,便是生死底道理,未達。",曰精氣爲物逰䰟爲變便是生死底道理未達,18,True,True,both,,"[{""level"": 2, ""text"": ""鬼神""}]"
Z041410,卷七十六#p037#s3,76,卷七十六,37,3,卷七十六#p037,"尺蠖若不屈,則不信得身;龍蛇若不蟄,則不伏得氣,如何存得身?精義入神,疑與行處不相關,然而見得道理通徹,乃所以致用;利用安身,亦疑與崇德不相關,然而動作得其理,則德自崇。",尺蠖若不屈則不信得身龍蛇若不蟄則不伏得氣如何存得身精義入神疑與行處不相關然而見得道理通徹乃所以致用利用安身亦疑與崇德不相關然而動作得其理則德自崇,72,True,True,both,"{""raw"": ""(學蒙/)""}","[{""level"": 2, ""text"": ""周易十二""}, {""level"": 3, ""text"": ""下繫""}, {""level"": 4, ""text"": ""右第一章""}, {""level"": 4, ""text"": ""右第二章""}, {""level"": 4, ""text"": ""右第三章""}, {""level"": 4, ""text"": ""右第四章""}, {""level"": 4, ""text"": ""右第五章""}, {""level"": 4, ""text"": ""右第六章""}, {""level"": 4, ""text"": ""右第七章""}, {""level"": 4, ""text"": ""右第八章""}, {""level"": 4, ""text"": ""右第九章""}, {""level"": 4, ""text"": ""右第十章""}, {""level"": 4, ""text"": ""右第十一章""}, {""level"": 4, ""text"": ""右第十二章""}]"
Z060665,卷一百十八#p041#s1,118,卷一百十八,41,1,卷一百十八#p041,"德粹問:""在四眀守官,要顧義理,纔到利害重處,則顧忌只是拚一去,如何?""先生曰:""無他,只是志不立,却隨利害走了。",德粹問在四眀守官要顧義理纔到利害重處則顧忌只是拚一去如何先生曰無他只是志不立却隨利害走了,44,True,False,li_only,"{""raw"": ""(可學/)""}","[{""level"": 2, ""text"": ""朱子十五""}, {""level"": 3, ""text"": ""訓門人六""}]"
Z009750,卷十九#p069#s2,19,卷十九,69,2,卷十九#p069,"某集注《論語》,只是發明其辭,使人玩味經文理,皆在經文内易傳》不看本文,亦是自成一書。",某集注論語只是發明其辭使人玩味經文理皆在經文内易傳不看本文亦是自成一書,35,True,False,li_only,,"[{""level"": 2, ""text"": ""論語一""}, {""level"": 3, ""text"": ""語孟綱領""}]"
Z003930,卷十#p007#s1,10,卷十,7,1,卷十#p007,"讀書,以觀聖賢之意,因聖賢之意,以觀自然之理。",讀書以觀聖賢之意因聖賢之意以觀自然之理,19,True,False,li_only,"{""raw"": ""(節/)""}","[{""level"": 2, ""text"": ""學四""}, {""level"": 3, ""text"": ""讀書法上""}]"
Z008965,卷十八#p043#s1,18,卷十八,43,1,卷十八#p043,"問格物窮理,但立誠意以格之。",問格物窮理但立誠意以格之,12,True,False,li_only,"{""raw"": ""(道夫/)""}","[{""level"": 2, ""text"": ""大學五(或問下/)""}, {""level"": 3, ""text"": ""獨其所謂格物致知者一段""}, {""level"": 3, ""text"": ""然則吾子之意亦可得而悉聞一段""}, {""level"": 3, ""text"": ""近世大儒有為格物致知之説一段""}, {""level"": 3, ""text"": ""傳六章""}, {""level"": 3, ""text"": ""傳七章""}, {""level"": 3, ""text"": ""傳九章""}, {""level"": 3, ""text"": ""傳十章""}]"
Z015645,卷二十八#p027#s6,28,卷二十八,27,6,卷二十八#p027,"今人居鄉,只見居鄉利害;居官只見居官利害,全不見道理。",今人居鄉只見居鄉利害居官只見居官利害全不見道理,23,True,False,li_only,"{""raw"": ""(植/)""}","[{""level"": 2, ""text"": ""論語十""}, {""level"": 3, ""text"": ""公冶長上""}, {""level"": 4, ""text"": ""子謂公冶長章""}, {""level"": 4, ""text"": ""子謂子賤章""}, {""level"": 4, ""text"": ""子貢問賜也何如章""}, {""level"": 4, ""text"": ""或曰雍也章""}, {""level"": 4, ""text"": ""子使漆雕開仕章""}, {""level"": 4, ""text"": ""道不行章""}, {""level"": 4, ""text"": ""孟武伯問子路仁乎章""}, {""level"": 4, ""text"": ""子謂子貢曰章""}, {""level"": 4, ""text"": ""吾未見剛者章""}, {""level"": 4, ""text"": ""子貢曰我不欲人之加諸我章""}, {""level"": 4, ""text"": ""子貢曰夫子之文章章""}]"
Z013608,卷二十五#p064#s4,25,卷二十五,64,4,卷二十五#p064,"此等處,極要理㑹,在《論語》中,為大節目。",此等處極要理㑹在論語中為大節目,15,True,False,li_only,"{""raw"": ""(明作/)""}","[{""level"": 2, ""text"": ""論語七""}, {""level"": 3, ""text"": ""八佾篇""}, {""level"": 4, ""text"": ""孔子謂季氏章""}, {""level"": 4, ""text"": ""三家者以雍徹章""}, {""level"": 4, ""text"": ""人而不仁如禮何章""}, {""level"": 4, ""text"": ""林放問禮之本章""}, {""level"": 4, ""text"": ""夷狄之有君章""}, {""level"": 4, ""text"": ""季氏旅於泰山章""}, {""level"": 4, ""text"": ""君子無所争章""}, {""level"": 4, ""text"": ""巧笑倩兮章""}, {""level"": 4, ""text"": ""夏禮吾能言之章""}, {""level"": 4, ""text"": ""禘自既灌而往者二章""}, {""level"": 4, ""text"": ""祭如在章""}, {""level"": 4, ""text"": ""與其媚於奥章""}, {""level"": 4, ""text"": ""周監於二代章""}, {""level"": 4, ""text"": ""子入太廟章""}, {""level"": 4, ""text"": ""射不主皮章""}, {""level"": 4, ""text"": ""子貢欲去告朔之餼羊章""}, {""level"": 4, ""text"": ""事君盡禮章""}, {""level"": 4, ""text"": ""君使臣以禮章""}, {""level"": 4, ""text"": ""關雎樂而不淫章""}, {""level"": 4, ""text"": ""哀公問宰我章""}, {""level"": 4, ""text"": ""管仲之器小哉章""}, {""level"": 4, ""text"": ""子語魯太師樂章""}, {""level"": 4, ""text"": ""儀封人請見章""}, {""level"": 4, ""text"": ""子謂韶盡美矣章""}, {""level"": 4, ""text"": ""居上不寛章""}]"
Z002311,卷五#p034#s5,5,卷五,34,5,卷五#p034,"若不是心,是甚麽做出來?古人學問,便要窮理知至,直是下工夫,消磨惡去善,自然漸次可復。",若不是心是甚麽做出來古人學問便要窮理知至直是下工夫消磨惡去善自然漸次可復,36,True,False,li_only,"{""raw"": ""(謙/)""}","[{""level"": 2, ""text"": ""性理二""}, {""level"": 3, ""text"": ""性情心意等名義""}]"
Z036898,卷六十九#p148#s1,69,卷六十九,148,1,卷六十九#p148,"問前所説敬、義、誠三者,今思之,敬以直内,義以方外,是箇交相養之理,至於誠則合一矣。",問前所説敬義誠三者今思之敬以直内義以方外是箇交相養之理至於誠則合一矣,34,True,False,li_only,"{""raw"": ""(道/夫)""}","[{""level"": 2, ""text"": ""易五""}, {""level"": 4, ""text"": ""乾下""}, {""level"": 4, ""text"": ""坤""}]"
Z059333,卷一百十五#p048#s4,115,卷一百十五,48,4,卷一百十五#p048,"某嘗説:'且如做飯,也須趁柴理㑹,米無道理,合下便要簡易。",某嘗説且如做飯也須趁柴理㑹米無道理合下便要簡易,23,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十二""}, {""level"": 3, ""text"": ""訓門人三""}]"
Z062906,卷一百二十二#p010#s1,122,卷一百二十二,10,1,卷一百二十二#p010,"東萊聰明㸔,文理却不子細。",東萊聰明㸔文理却不子細,11,True,False,li_only,"{""raw"": ""(義剛○/淳同)""}","[{""level"": 3, ""text"": ""吕伯恭""}]"
Z033292,卷六十四#p082#s8,64,卷六十四,82,8,卷六十四#p082,"盖誠與道,皆泊在誠之為貴上了,後面却便是説箇合内外底道理。",盖誠與道皆泊在誠之為貴上了後面却便是説箇合内外底道理,26,True,False,li_only,"{""raw"": ""(義/剛)""}","[{""level"": 2, ""text"": ""中庸三""}, {""level"": 3, ""text"": ""第二十章""}, {""level"": 3, ""text"": ""第二十一章""}, {""level"": 3, ""text"": ""第二十二章""}, {""level"": 3, ""text"": ""第二十三章""}, {""level"": 3, ""text"": ""第二十四章""}, {""level"": 3, ""text"": ""第二十五章""}, {""level"": 3, ""text"": ""第二十六章""}, {""level"": 3, ""text"": ""第二十七章""}, {""level"": 3, ""text"": ""第二十八章""}, {""level"": 3, ""text"": ""第二十九章""}, {""level"": 3, ""text"": ""第三十章""}, {""level"": 3, ""text"": ""第三十一章""}, {""level"": 3, ""text"": ""第三十二章""}, {""level"": 3, ""text"": ""第三十三章""}]"
Z062270,卷一百二十一#p007#s13,121,卷一百二十一,7,13,卷一百二十一#p007,"""(是此理。",是此理,3,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""朱子十八""}, {""level"": 3, ""text"": ""訓門人九(總訓門人而無/名字者為此卷)""}]"
Z003670,卷九#p005#s1,9,卷九,5,1,卷九#p005,"問南軒云:'致知力行,互相發曰:""未須理㑹相發。",問南軒云致知力行互相發曰未須理㑹相發,18,True,False,li_only,"{""raw"": ""(胡泳/)""}","[{""level"": 2, ""text"": ""學三""}, {""level"": 3, ""text"": ""論知行""}]"
Z040057,卷七十四#p047#s1,74,卷七十四,47,1,卷七十四#p047,"易簡理德,只是浄浄潔潔,無許多勞擾委曲。",易簡理德只是浄浄潔潔無許多勞擾委曲,17,True,False,li_only,"{""raw"": ""(端/蒙)""}","[{""level"": 2, ""text"": ""易十""}, {""level"": 3, ""text"": ""上繫上""}, {""level"": 4, ""text"": ""右第一章""}, {""level"": 4, ""text"": ""右第二章""}, {""level"": 4, ""text"": ""右第三章(分章今/依夲義)""}, {""level"": 4, ""text"": ""右第四章""}, {""level"": 4, ""text"": ""右第五章""}, {""level"": 4, ""text"": ""右第六章""}, {""level"": 4, ""text"": ""右第七章""}]"
